tx_id,tx_size,tx_fee
6698,705,9508
6699,433,9485
6700,608,7222
6701,944,3592
6702,309,8844
6703,817,8102
6704,817,8709
6705,428,2127
6706,676,9175
6707,913,8838
6708,274,5270
6709,906,2652
6710,659,5545
6711,351,8498
6712,782,7843
6713,371,2383
6714,304,9989
6715,584,9004
6716,813,2791
6717,979,6036
6718,884,7641
6719,128,4972
6720,732,3497
6721,148,8480
6722,483,5566
6723,548,7135
6724,901,6889
6725,204,3857
6726,418,1459
6727,984,4576
6728,411,9674
6729,492,2498
6730,449,3870
6731,648,7010
6732,455,4500
6733,816,2376
6734,844,9090
6735,967,9222
6736,410,4335
6737,278,3503
6738,887,4544
6739,842,6361
6740,537,4809
6741,562,7491
6742,388,4597
6743,857,1784
6744,914,2278
6745,273,9503
6746,754,7140
6747,799,7369
6748,952,5234
6749,122,8620
6750,464,4400
6751,402,6923
6752,174,5486
6753,553,8028
6754,421,9448
6755,351,2992
6756,721,6692
6757,319,5505
6758,427,1085
6759,345,3425
6760,931,9397
6761,928,2389
6762,458,5514
6763,375,5690
6764,952,6962
6765,164,6345
6766,243,3818
6767,798,5982
6768,669,8703
6769,765,7042
6770,451,1470
6771,586,5202
6772,993,1872
6773,577,1028
6774,890,7598
6775,251,6077
6776,923,3490
6777,870,5044
6778,227,2772
6779,380,4399
6780,958,7115
6781,735,8066
6782,266,3925
6783,130,6490
6784,835,7886
6785,243,7889
6786,217,2486
6787,254,9221
6788,881,7384
6789,401,6021
6790,819,4419
6791,278,5075
6792,999,1359
6793,590,4565
6794,944,1620
6795,266,5447
6796,414,9798
6797,482,9300
6798,944,2888
6799,590,7675
6800,869,7055
6801,563,2989
6802,820,8455
6803,289,8342
6804,990,1803
6805,244,3254
6806,356,2227
6807,427,8472
6808,142,4840
6809,542,8297
6810,698,2507
6811,951,6435
6812,753,6171
6813,160,1709
6814,718,2656
6815,759,7474
6816,964,6710
6817,556,4308
6818,744,6941
6819,384,5770
6820,402,9726
6821,677,4520
6822,266,7190
6823,628,3437
6824,656,2515
6825,266,1085
6826,296,4450
6827,719,8925
6828,280,9984
6829,188,4815
6830,670,6292
6831,996,3836
6832,754,3391
6833,518,6672
6834,316,1123
6835,843,4534
6836,415,1310
6837,335,3369
6838,604,6603
6839,650,8599
6840,949,4588
6841,627,4317
6842,967,3484
6843,876,1671
6844,849,6603
6845,614,8395
6846,302,9364
6847,862,3154
6848,192,2769
6849,328,7812
6850,858,4164
6851,617,7039
6852,925,4530
6853,282,3315
6854,246,9822
6855,123,3044
6856,909,4267
6857,525,3666
6858,297,4245
6859,875,6187
6860,525,1826
6861,765,6604
6862,282,8177
6863,402,3305
6864,984,9708
6865,285,9651
6866,619,1287
6867,429,2928
6868,951,7710
6869,941,9881
6870,330,9245
6871,914,7932
6872,830,7766
6873,424,7971
6874,275,9656
6875,442,5363
6876,394,9165
6877,750,1763
6878,837,3615
6879,212,5117
6880,754,2447
6881,697,7958
6882,780,9849
6883,931,2369
6884,692,1130
6885,964,2641
6886,106,5779
6887,285,6128
6888,340,8258
6889,924,3564
6890,622,6723
6891,717,5564
6892,291,2636
6893,417,1573
6894,735,1192
6895,711,3375
6896,175,2665
6897,614,4918
6898,877,2538
6899,393,5180
6900,287,8076
6901,420,9906
6902,524,6852
6903,431,5789
6904,468,1138
6905,875,6535
6906,713,6141
6907,951,5154
6908,297,7591
6909,100,4464
6910,543,4841
6911,640,4412
6912,986,1353
6913,770,9024
6914,984,7259
6915,187,5981
6916,795,8718
6917,261,6545
6918,929,1560
6919,594,9329
6920,674,4308
6921,140,7986
6922,748,8085
6923,102,6652
6924,981,6015
6925,902,1690
6926,545,3548
6927,762,3249
6928,477,7994
6929,120,3493
6930,840,2257
6931,752,3409
6932,249,7362
6933,325,1539
6934,390,3771
6935,339,2862
6936,221,9118
6937,925,2159
6938,240,4152
6939,660,5868
6940,110,7962
6941,168,5143
6942,201,7878
6943,803,9988
6944,657,7584
6945,621,1658
6946,694,5079
6947,164,4484
6948,198,7526
6949,154,9885
6950,670,1678
6951,352,9323
6952,267,1922
6953,842,2172
6954,252,2117
6955,116,7841
6956,239,8723
6957,849,3810
6958,486,6725
6959,583,4076
6960,363,5098
6961,374,3104
6962,381,4714
6963,765,3453
6964,778,7302
6965,312,6142
6966,740,9428
6967,259,3859
6968,557,7028
6969,808,1741
6970,804,5300
6971,933,5066
6972,341,2053
6973,731,1473
6974,642,6553
6975,559,1726
6976,435,6180
6977,779,2922
6978,698,7971
6979,900,6088
6980,648,1698
6981,627,4790
6982,161,4060
6983,958,7442
6984,837,6569
6985,506,5509
6986,958,6266
6987,195,2364
6988,216,5175
6989,282,2395
6990,252,1523
6991,880,6578
6992,272,3938
6993,189,9554
6994,904,2783
6995,757,2431
6996,754,1538
6997,677,1220
6998,304,6466
6999,828,7699
7000,905,4274
7001,660,7905
7002,384,6075
7003,796,3134
7004,112,9537
7005,963,7254
7006,454,5529
7007,371,8533
7008,928,7210
7009,824,4308
7010,274,6985
7011,951,3928
7012,914,9222
7013,163,2720
7014,808,7843
7015,325,2061
7016,258,2841
7017,815,8846
7018,308,8545
7019,397,6085
7020,473,8827
7021,714,4286
7022,290,5685
7023,809,4963
7024,650,4198
7025,798,1385
7026,177,9988
7027,766,8973
7028,716,6732
7029,522,1995
7030,995,2605
7031,300,6694
7032,688,4060
7033,722,2972
7034,375,4933
7035,781,8971
7036,960,8249
7037,707,1461
7038,110,9434
7039,350,8759
7040,557,4473
7041,508,6647
7042,938,8962
7043,155,2206
7044,119,3167
7045,162,7176
7046,746,6702
7047,283,9756
7048,851,5574
7049,419,3920
7050,361,1093
7051,480,9798
7052,957,5637
7053,991,8897
7054,482,9308
7055,526,7921
7056,759,5926
7057,730,6332
7058,373,7478
7059,727,4275
7060,896,5985
7061,157,9847
7062,743,3600
7063,784,3613
7064,755,3740
7065,903,8149
7066,737,1828
7067,520,5515
7068,346,8045
7069,181,3545
7070,786,7470
7071,261,9819
7072,198,1241
7073,756,7479
7074,535,3482
7075,829,5465
7076,465,6974
7077,715,6730
7078,509,8543
7079,671,8825
7080,254,4322
7081,890,2718
7082,544,4579
7083,784,5700
7084,436,9043
7085,513,7270
7086,736,2159
7087,104,6218
7088,424,6117
7089,355,1758
7090,630,1920
7091,916,4913
7092,655,7867
7093,418,2744
7094,396,1512
7095,407,8895
7096,456,7963
7097,531,1015
7098,898,8335
7099,240,6468
7100,495,9099
7101,261,3104
7102,325,1912
7103,130,8420
7104,491,1858
7105,156,6915
7106,287,3056
7107,510,1947
7108,561,6524
7109,817,2643
7110,777,2027
7111,496,3411
7112,891,1649
7113,580,1871
7114,116,9352
7115,689,9383
7116,243,4638
7117,354,4044
7118,383,5020
7119,162,8188
7120,318,5232
7121,499,9520
7122,553,3264
7123,939,3907
7124,489,1018
7125,445,5234
7126,378,7112
7127,956,7529
7128,917,4123
7129,493,8358
7130,801,2465
7131,425,5811
7132,413,6535
7133,160,5523
7134,165,1753
7135,350,2268
7136,643,8874
7137,768,4988
7138,937,4264
7139,446,3925
7140,763,1856
7141,521,2728
7142,928,9991
7143,696,4121
7144,594,9713
7145,750,9151
7146,327,9462
7147,739,8687
7148,810,8299
7149,514,4137
7150,429,9664
7151,979,5568
7152,902,2373
7153,900,6798
7154,147,9560
7155,652,3401
7156,881,2416
7157,503,3547
7158,762,7693
7159,798,9463
7160,303,2115
7161,450,2892
7162,508,8304
7163,316,2949
7164,623,9397
7165,996,2967
7166,763,2698
7167,494,5731
7168,181,1223
7169,998,7569
7170,523,5043
7171,905,5851
7172,888,1367
7173,605,6016
7174,692,3328
7175,416,1879
7176,195,7178
7177,662,4027
7178,463,1435
7179,958,7879
7180,991,7041
7181,660,8904
7182,401,7378
7183,933,3876
7184,131,1456
7185,155,7773
7186,910,8482
7187,231,2774
7188,326,4683
7189,972,7693
7190,204,1188
7191,914,8065
7192,577,8484
7193,567,8814
7194,216,6531
7195,741,3551
7196,916,7870
7197,958,7353
7198,588,4545
7199,721,2094
7200,946,2658
7201,624,1621
7202,373,9834
7203,202,6377
7204,792,3666
7205,348,8674
7206,193,5134
7207,314,1964
7208,811,7840
7209,633,2023
7210,245,4621
7211,421,7546
7212,320,2041
7213,440,4097
7214,897,6340
7215,600,4200
7216,267,2128
7217,721,2021
7218,496,5321
7219,545,9522
7220,527,5704
7221,901,6709
7222,186,8903
7223,542,4332
7224,914,1290
7225,165,4931
7226,148,8961
7227,341,2205
7228,119,6174
7229,966,4986
7230,344,1483
7231,436,8456
7232,925,7413
7233,461,7616
7234,677,7038
7235,859,3258
7236,939,3819
7237,150,7780
7238,871,1412
7239,885,2982
7240,531,7766
7241,763,4621
7242,785,1267
7243,455,6178
7244,170,8054
7245,560,2880
7246,455,2523
7247,863,7294
7248,937,5727
7249,241,5730
7250,122,7758
7251,321,7034
7252,447,5678
7253,970,4642
7254,546,9531
7255,972,8274
7256,156,2148
7257,335,5033
7258,843,1024
7259,990,7978
7260,276,7723
7261,171,9495
7262,890,2994
7263,571,2193
7264,867,3869
7265,797,6187
7266,528,3257
7267,652,5143
7268,490,5269
7269,821,9966
7270,308,4091
7271,617,4412
7272,148,7501
7273,752,2762
7274,736,2807
7275,134,6016
7276,767,5772
7277,418,6615
7278,253,2669
7279,967,8181
7280,302,7215
7281,837,1101
7282,397,1280
7283,326,6639
7284,629,6382
7285,150,8715
7286,994,9537
7287,678,5982
7288,391,3263
7289,450,3751
7290,330,8444
7291,783,1306
7292,273,8842
7293,921,6884
7294,969,1892
7295,934,6423
7296,911,7156
7297,230,1632
7298,441,4049
7299,726,1107
7300,601,7835
7301,914,5651
7302,889,6328
7303,770,6598
7304,674,6195
7305,780,8891
7306,269,3046
7307,762,1956
7308,179,9626
7309,700,2999
7310,263,9324
7311,726,4057
7312,983,1643
7313,444,8460
7314,963,3756
7315,884,2969
7316,870,3589
7317,951,5903
7318,614,1047
7319,200,1904
7320,893,9948
7321,685,4491
7322,536,9744
7323,948,1459
7324,710,7832
7325,263,5684
7326,746,4204
7327,537,8177
7328,795,6566
7329,681,4193
7330,590,6039
7331,417,7414
7332,720,6135
7333,274,3743
7334,234,5662
7335,201,7213
7336,230,5106
7337,913,9760
7338,132,4503
7339,659,8659
7340,575,9855
7341,101,6742
7342,939,7078
7343,109,6113
7344,450,7008
7345,473,8312
7346,816,5213
7347,455,1312
7348,581,2114
7349,246,4561
7350,145,6370
7351,924,6112
7352,144,7726
7353,962,9082
7354,151,5385
7355,433,9945
7356,718,2683
7357,687,3850
7358,977,8031
7359,498,4238
7360,144,5258
7361,109,3209
7362,750,8553
7363,584,2530
7364,675,6981
7365,577,1214
7366,489,8126
7367,936,1177
7368,765,2081
7369,812,6000
7370,233,7515
7371,129,4733
7372,691,8104
7373,253,2632
7374,627,6144
7375,431,7868
7376,369,9444
7377,188,4767
7378,604,7939
7379,660,3327
7380,170,6302
7381,496,3966
7382,971,1865
7383,950,5297
7384,499,6377
7385,219,2490
7386,799,7008
7387,749,2419
7388,205,2457
7389,775,9727
7390,173,5926
7391,966,2552
7392,158,9993
7393,772,8455
7394,884,2940
7395,949,1736
7396,317,6561
7397,617,7827
7398,488,3979
7399,424,6862
7400,659,7456
7401,971,2835
7402,715,3314
7403,448,9345
7404,235,3149
7405,976,5306
7406,928,5671
7407,717,2236
7408,512,7034
7409,952,5285
7410,313,7976
7411,546,3027
7412,995,7081
7413,627,8815
7414,717,2028
7415,780,5921
7416,832,9393
7417,808,3808
7418,789,2762
7419,796,9475
7420,943,9238
7421,199,5823
7422,734,5714
7423,956,5700
7424,708,7238
7425,117,2042
7426,139,9685
7427,248,9244
7428,515,2866
7429,219,8526
7430,720,1524
7431,505,1282
7432,322,7398
7433,518,8232
7434,495,5773
7435,461,8734
7436,775,7376
7437,109,1526
7438,745,2133
7439,750,2352
7440,279,9266
7441,223,4160
7442,119,7603
7443,631,4085
7444,294,8852
7445,453,9655
7446,319,2314
7447,626,7448
7448,725,2987
7449,977,4550
7450,763,7564
7451,490,9694
7452,950,5874
7453,208,1668
7454,849,5115
7455,210,3184
7456,456,6753
7457,409,4939
7458,249,9459
7459,424,6220
7460,840,8683
7461,552,9415
7462,947,1211
7463,466,4577
7464,832,3367
7465,184,1333
7466,139,1531
7467,929,2217
7468,469,2770
7469,936,1933
7470,418,2298
7471,483,9929
7472,323,3759
7473,348,6571
7474,224,5764
7475,792,7092
7476,663,3733
7477,354,5403
7478,334,9728
7479,662,3287
7480,685,1829
7481,363,9417
7482,706,3535
7483,616,5434
7484,474,5414
7485,387,5956
7486,353,7706
7487,187,9578
7488,955,3469
7489,250,5986
7490,875,3150
7491,973,5562
7492,457,3611
7493,241,5075
7494,770,8925
7495,605,6895
7496,676,7127
7497,321,5849
7498,525,7990
7499,403,2707
7500,557,4013
7501,484,1042
7502,372,6287
7503,368,6716
7504,554,1327
7505,356,1046
7506,124,3562
7507,991,2983
7508,303,3161
7509,949,5681
7510,265,6401
7511,757,6946
7512,624,4650
7513,250,5356
7514,254,5171
7515,490,1191
7516,765,9455
7517,838,6784
7518,144,2880
7519,268,7863
7520,732,7063
7521,659,1074
7522,197,5431
7523,192,8154
7524,233,8964
7525,638,2686
7526,580,9092
7527,692,1343
7528,534,1100
7529,691,4241
7530,405,7523
7531,496,8399
7532,428,5294
7533,118,3440
7534,221,5450
7535,754,5083
7536,868,6998
7537,723,2431
7538,543,5119
7539,674,1933
7540,186,5976
7541,732,1667
7542,151,7625
7543,935,6712
7544,603,5439
7545,152,8818
7546,598,7846
7547,927,1630
7548,167,6329
7549,805,9266
7550,540,1050
7551,582,6966
7552,269,1114
7553,825,7160
7554,622,7567
7555,849,5785
7556,866,3259
7557,846,1543
7558,1000,4559
7559,378,2061
7560,796,4646
7561,201,5907
7562,425,4843
7563,779,9422
7564,684,2552
7565,701,3303
7566,313,6526
7567,488,1673
7568,252,7565
7569,168,8930
7570,997,3505
7571,886,1450
7572,192,9247
7573,262,7117
7574,793,2371
7575,832,3299
7576,204,8293
7577,322,8663
7578,755,9742
7579,794,2472
7580,889,3948
7581,620,4640
7582,428,3174
7583,668,2865
7584,652,6639
7585,901,6582
7586,402,3819
7587,910,4737
7588,347,7011
7589,185,2313
7590,743,3515
7591,211,1348
7592,611,1462
7593,796,8832
7594,961,5815
7595,648,7674
7596,606,8428
7597,974,3884
7598,602,6789
7599,349,2968
7600,649,3315
7601,771,7169
7602,384,8041
7603,435,8102
7604,609,7280
7605,673,2538
7606,523,4728
7607,369,8907
7608,423,2501
7609,793,8815
7610,177,9481
7611,206,5892
7612,466,3860
7613,717,7888
7614,683,7845
7615,592,9026
7616,483,9061
7617,691,6534
7618,165,6878
7619,320,8267
7620,412,8212
7621,571,2288
7622,764,1767
7623,732,2862
7624,774,2461
7625,565,5139
7626,547,2821
7627,886,8231
7628,366,7486
7629,847,7840
7630,292,3000
7631,275,6716
7632,456,5137
7633,900,9655
7634,910,8917
7635,475,7510
7636,325,7772
7637,688,7493
7638,829,9728
7639,310,5750
7640,289,2776
7641,698,8496
7642,199,9985
7643,835,7572
7644,375,8882
7645,360,3851
7646,314,1866
7647,384,9946
7648,298,8510
7649,242,7232
7650,360,4590
7651,155,6952
7652,460,3107
7653,479,9687
7654,561,7136
7655,347,8572
7656,899,5254
7657,880,8037
7658,110,9077
7659,391,8195
7660,255,1167
7661,401,1367
7662,713,5425
7663,321,1220
7664,648,4898
7665,827,8642
7666,851,5000
7667,890,4044
7668,299,9917
7669,293,8740
7670,254,7561
7671,291,8034
7672,566,3022
7673,658,7690
7674,779,5833
7675,154,8913
7676,412,9614
7677,689,2246
7678,948,1378
7679,108,3288
7680,132,3813
7681,425,1855
7682,318,7296
7683,564,2237
7684,925,6162
7685,686,7898
7686,760,5919
7687,544,5311
7688,474,7473
7689,414,6496
7690,888,3444
7691,790,7638
7692,282,4827
7693,959,1619
7694,581,3058
7695,747,5099
7696,164,9139
7697,643,3383
7698,862,4305
7699,551,2017
7700,355,1733
7701,952,7686
7702,837,5905
7703,349,9385
7704,313,8240
7705,126,3891
7706,124,2665
7707,372,2824
7708,336,8650
7709,826,3413
7710,521,9446
7711,378,7879
7712,272,1119
7713,977,3456
7714,126,5283
7715,456,9858
7716,854,3237
7717,524,2211
7718,256,5807
7719,169,2571
7720,863,9233
7721,875,8412
7722,478,3057
7723,886,1765
7724,109,4792
7725,347,1401
7726,457,7688
7727,185,7355
7728,390,5545
7729,187,7476
7730,735,2514
7731,795,7424
7732,536,4477
7733,116,5657
7734,373,4207
7735,374,7733
7736,164,2297
7737,936,8157
7738,456,3011
7739,161,6959
7740,502,7890
7741,668,7560
7742,183,9097
7743,699,4191
7744,999,8144
7745,497,5071
7746,168,2918
7747,997,3456
7748,197,3598
7749,637,9133
7750,966,9373
7751,565,6992
7752,207,6007
7753,760,2481
7754,174,4890
7755,723,8962
7756,819,2279
7757,478,9369
7758,231,5096
7759,120,1967
7760,698,8204
7761,727,4818
7762,831,2909
7763,345,5096
7764,852,2057
7765,292,5465
7766,751,2404
7767,491,3409
7768,598,9190
7769,147,1095
7770,668,4051
7771,402,3737
7772,974,4279
7773,589,4979
7774,927,9130
7775,124,8186
7776,971,8786
7777,524,5036
7778,169,8045
7779,980,4698
7780,641,9833
7781,711,7750
7782,175,4922
7783,291,6081
7784,913,2487
7785,653,2725
7786,591,6119
7787,588,6013
7788,200,5377
7789,196,8153
7790,874,3441
7791,279,7865
7792,332,3367
7793,120,9406
7794,386,2385
7795,138,4447
7796,157,4526
7797,984,9920
7798,923,1469
7799,169,8535
7800,261,9188
7801,744,6107
7802,575,9675
7803,701,4829
7804,640,9820
7805,742,8662
7806,709,3850
7807,556,1820
7808,799,6187
7809,576,4312
7810,230,8564
7811,986,9410
7812,362,4990
7813,799,9650
7814,603,6501
7815,639,4997
7816,786,7266
7817,863,6777
7818,978,5374
7819,289,2299
7820,717,4971
7821,696,6146
7822,302,3305
7823,992,1406
7824,196,7617
7825,268,3226
7826,438,5991
7827,963,9175
7828,959,7338
7829,165,2571
7830,978,4324
7831,620,4597
7832,882,9133
7833,646,4638
7834,810,4059
7835,914,1729
7836,341,4283
7837,465,1589
7838,407,8443
7839,363,1467
7840,203,6113
7841,530,3067
7842,970,5100
7843,342,6106
7844,304,1480
7845,343,6029
7846,124,1822
7847,678,5673
7848,815,7543
7849,174,5033
7850,424,4892
7851,130,1836
7852,176,1026
7853,835,8012
7854,968,5328
7855,790,3974
7856,329,6027
7857,849,2918
7858,493,7816
7859,142,3418
7860,783,9418
7861,115,8610
7862,558,7645
7863,149,7763
7864,785,1277
7865,513,6827
7866,508,7135
7867,313,4189
7868,692,2133
7869,223,8064
7870,504,6883
7871,852,9005
7872,509,6222
7873,895,4427
7874,761,8974
7875,890,1705
7876,889,5458
7877,728,2503
7878,538,6012
7879,103,2094
7880,567,9410
7881,344,5018
7882,392,5548
7883,232,6932
7884,838,5298
7885,780,6030
7886,224,8309
7887,239,3889
7888,719,2701
7889,724,2560
7890,884,1002
7891,736,3759
7892,142,1393
7893,450,9856
7894,944,9500
7895,707,9318
7896,766,7332
7897,830,8971
7898,643,5219
7899,479,4792
7900,591,4715
7901,508,6585
7902,566,5740
7903,269,1520
7904,517,9618
7905,713,3846
7906,664,4273
7907,119,1673
7908,732,8028
7909,544,6245
7910,101,6817
7911,404,9360
7912,661,6198
7913,332,2396
7914,387,3550
7915,902,7929
7916,260,3979
7917,854,1701
7918,454,2121
7919,430,2877
7920,616,4161
7921,117,5916
7922,735,3826
7923,351,3143
7924,519,7457
7925,903,1373
7926,514,2767
7927,817,2073
7928,841,6203
7929,592,2903
7930,317,6835
7931,114,6002
7932,434,5697
7933,787,9022
7934,381,8622
7935,404,8856
7936,359,2892
7937,573,2257
7938,321,2230
7939,646,2860
7940,763,8583
7941,421,8992
7942,391,2647
7943,766,4641
7944,388,1796
7945,853,6809
7946,819,1761
7947,748,1128
7948,227,7287
7949,714,5111
7950,108,1288
7951,961,9273
7952,875,2227
7953,713,8884
7954,757,4752
7955,806,9729
7956,183,2740
7957,736,7933
7958,435,6283
7959,901,5498
7960,272,7905
7961,694,2267
7962,298,7307
7963,507,7001
7964,728,2013
7965,899,4384
7966,979,6403
7967,702,1672
7968,816,6739
7969,258,5610
7970,949,2439
7971,771,7563
7972,856,2518
7973,969,5416
7974,572,8237
7975,463,1208
7976,880,9551
7977,626,1837
7978,704,1927
7979,150,7140
7980,989,6916
7981,415,5397
7982,947,7996
7983,319,8818
7984,982,9458
7985,225,3477
7986,209,6256
7987,857,8941
7988,889,6234
7989,603,2553
7990,195,5762
7991,728,9397
7992,138,9997
7993,217,1463
7994,148,1156
7995,625,9276
7996,795,2145
7997,131,3265
7998,353,6354
7999,670,1112
8000,765,2544
8001,933,2098
8002,437,2648
8003,491,6972
8004,698,3212
8005,556,1636
8006,704,6824
8007,427,5150
8008,688,3717
8009,181,5589
8010,859,7185
8011,908,3696
8012,964,8191
8013,790,1692
8014,507,4456
8015,159,4102
8016,962,6955
8017,572,4185
8018,276,3082
8019,158,6042
8020,942,1985
8021,210,3295
8022,879,9011
8023,204,6717
8024,733,3914
8025,345,2753
8026,494,7292
8027,577,7434
8028,125,8138
8029,719,5894
8030,556,6476
8031,388,7921
8032,421,3741
8033,357,9138
8034,371,6530
8035,182,1266
8036,450,6864
8037,893,6214
8038,349,7005
8039,460,7664
8040,146,9940
8041,779,7772
8042,544,9730
8043,939,8318
8044,369,4462
8045,830,4338
8046,525,2622
8047,504,2731
8048,568,7129
8049,558,5105
8050,370,5145
8051,126,5427
8052,698,9892
8053,298,8608
8054,583,4496
8055,799,6250
8056,819,8362
8057,512,4457
8058,185,9077
8059,346,2273
8060,171,4271
8061,940,7779
8062,313,1843
8063,479,1289
8064,492,8076
8065,887,4759
8066,195,6417
8067,438,5959
8068,876,4072
8069,582,9454
8070,898,5709
8071,127,5355
8072,292,6978
8073,234,3046
8074,421,6884
8075,568,2746
8076,577,1164
8077,698,7380
8078,459,8406
8079,769,3879
8080,143,5638
8081,599,7955
8082,979,2080
8083,842,1306
8084,163,4435
8085,947,4257
8086,434,9212
8087,782,1399
8088,484,2249
8089,731,4649
8090,484,8718
8091,626,3744
8092,666,4594
8093,927,9039
8094,664,2144
8095,233,3685
8096,991,3637
8097,471,4128
8098,937,8368
8099,591,8853
8100,321,7831
8101,748,7155
8102,487,3085
8103,841,8028
8104,713,2408
8105,370,1358
8106,177,8430
8107,786,6453
8108,880,8275
8109,999,4454
8110,729,3712
8111,276,2938
8112,792,2124
8113,973,1840
8114,456,1858
8115,158,9803
8116,397,8135
8117,582,5989
8118,126,9087
8119,298,9423
8120,611,7588
8121,519,3524
8122,645,9996
8123,329,3355
8124,502,5148
8125,840,3878
8126,261,2795
8127,557,6580
8128,545,2199
8129,654,6037
8130,307,4778
8131,740,3552
8132,135,6603
8133,286,3452
8134,821,2490
8135,839,2420
8136,390,9518
8137,848,7840
8138,494,3738
8139,298,6366
8140,459,8188
8141,709,9156
8142,533,3950
8143,460,6571
8144,910,8300
8145,611,2849
8146,478,1683
8147,868,4468
8148,925,7898
8149,251,1357
8150,592,2579
8151,958,7156
8152,475,6363
8153,103,7297
8154,659,9589
8155,684,6967
8156,303,8122
8157,515,1224
8158,495,7400
8159,413,5932
8160,148,2760
8161,996,5538
8162,342,2253
8163,590,4878
8164,844,3795
8165,560,2575
8166,688,9039
8167,635,3057
8168,184,1675
8169,171,1452
8170,999,9334
8171,320,4362
8172,107,8726
8173,221,3180
8174,832,1949
8175,925,3728
8176,569,9704
8177,716,3576
8178,769,5062
8179,138,1000
8180,189,8323
8181,323,9325
8182,366,8459
8183,853,5462
8184,649,5573
8185,902,5493
8186,316,2434
8187,445,6066
8188,734,3530
8189,950,4456
8190,239,3057
8191,436,2202
8192,701,5089
8193,699,4191
8194,326,1804
8195,433,2429
8196,363,5035
8197,267,3403
8198,321,7169
8199,136,9281
8200,135,6101
8201,901,4089
8202,747,6129
8203,746,4951
8204,883,4139
8205,453,7287
8206,422,1237
8207,118,8554
8208,190,8646
8209,501,2648
8210,648,2447
8211,849,6909
8212,724,6879
8213,542,6649
8214,575,8662
8215,456,9145
8216,803,5462
8217,323,4656
8218,540,7013
8219,777,5027
8220,445,2116
8221,544,1860
8222,630,3544
8223,543,6110
8224,855,8522
8225,533,9404
8226,428,8238
8227,983,7411
8228,958,2216
8229,283,1806
8230,669,1522
8231,824,4414
8232,947,4472
8233,306,5486
8234,779,4633
8235,121,7650
8236,260,5158
8237,259,9338
8238,306,9615
8239,798,5913
8240,663,6752
8241,500,4345
8242,225,6520
8243,649,6032
8244,662,5769
8245,389,6173
8246,825,8079
8247,408,6437
8248,713,1242
8249,468,5712
8250,487,9053
8251,760,5530
8252,337,3714
8253,774,6753
8254,449,8249
8255,345,8848
8256,853,5637
8257,170,4446
8258,383,8148
8259,641,5260
8260,750,4855
8261,251,2592
8262,251,4370
8263,694,5244
8264,166,8384
8265,760,1906
8266,315,7252
8267,909,1688
8268,107,8968
8269,292,1775
8270,752,4283
8271,991,4671
8272,584,4490
8273,169,2299
8274,848,8748
8275,200,5223
8276,733,6696
8277,320,1294
8278,910,6088
8279,393,4769
8280,794,7769
8281,766,3247
8282,831,9069
8283,370,1247
8284,606,9837
8285,922,7771
8286,870,3319
8287,210,5951
8288,178,5575
8289,562,2253
8290,971,1811
8291,391,3741
8292,499,5866
8293,685,6975
8294,747,5964
8295,728,6891
8296,718,8596
8297,370,8186
8298,711,1697
8299,708,3230
8300,138,9827
8301,321,9375
8302,784,9613
8303,779,4410
8304,167,3636
8305,699,4068
8306,519,3900
8307,695,9917
8308,638,2977
8309,787,1414
8310,723,5674
8311,898,9202
8312,933,2396
8313,588,3595
8314,472,9630
8315,364,8647
8316,899,5803
8317,630,3292
8318,800,4883
8319,371,3743
8320,150,6979
8321,845,1864
8322,193,3776
8323,952,2821
8324,689,4732
8325,472,8891
8326,671,4658
8327,582,4160
8328,365,3308
8329,404,8193
8330,147,3467
8331,531,8472
8332,825,4143
8333,376,3757
8334,855,1418
8335,378,3176
8336,921,3126
8337,908,4871
8338,978,9252
8339,146,7160
8340,869,1956
8341,916,2984
8342,986,7482
8343,503,8241
8344,470,5103
8345,466,9174
8346,245,9848
8347,285,8216
8348,790,6388
8349,550,3993
8350,924,1782
8351,735,3264
8352,483,6924
8353,862,4683
8354,711,4397
8355,645,1092
8356,607,6263
8357,344,8436
8358,187,4405
8359,270,2547
8360,689,3317
8361,210,8740
8362,275,4899
8363,397,9662
8364,891,5324
8365,210,1562
8366,193,1468
8367,160,3319
8368,213,8979
8369,326,2864
8370,532,9143
8371,509,1783
8372,540,3210
8373,978,8627
8374,787,7900
8375,330,8581
8376,120,4206
8377,518,3271
8378,143,7124
8379,601,2748
8380,467,6281
8381,667,6998
8382,731,3808
8383,268,3213
8384,271,6296
8385,874,1751
8386,461,4128
8387,840,5832
8388,782,6513
8389,237,9799
8390,408,3175
8391,331,7673
8392,177,7901
8393,630,4917
8394,866,9220
8395,348,5580
8396,429,7273
8397,389,9295
8398,466,4020
8399,210,2104
8400,397,4039
8401,670,1920
8402,733,7652
8403,631,3176
8404,447,4664
8405,896,1082
8406,246,9749
8407,858,9314
8408,118,9562
8409,164,7179
8410,419,8341
8411,751,7217
8412,146,3435
8413,787,6925
8414,491,9733
8415,271,7972
8416,847,4503
8417,452,8037
8418,724,1945
8419,287,9912
8420,392,2847
8421,406,2787
8422,983,6712
8423,815,1634
8424,314,1168
8425,212,2416
8426,254,8369
8427,247,7401
8428,885,8045
8429,420,2046
8430,230,3274
8431,691,5034
8432,498,8514
8433,748,6333
8434,912,4466
8435,673,2474
8436,486,7566
8437,515,4025
8438,757,2439
8439,299,4245
8440,615,5556
8441,647,2077
8442,194,3670
8443,143,4244
8444,695,5346
